Price,Close,High,Low,Open,Volume
Ticker,AEP,AEP,AEP,AEP,AEP
Date,,,,,
2025-01-02,91.94000244140625,93.2300033569336,91.58999633789062,92.56999969482422,1757200
2025-01-03,92.05000305175781,93.05999755859375,92.02999877929688,92.4000015258789,1688400
2025-01-06,90.31999969482422,92.05000305175781,90.01000213623047,92.05000305175781,3457200
2025-01-07,90.47000122070312,91.91000366210938,90.0999984741211,90.0999984741211,2706000
2025-01-08,92.26000213623047,92.3499984741211,89.91000366210938,90.25,2591500
2025-01-10,93.51000213623047,94.66999816894531,92.66999816894531,93.1500015258789,7731000
2025-01-13,94.54000091552734,95.91999816894531,92.76000213623047,95.1500015258789,6013900
2025-01-14,94.5,94.54000091552734,93.43000030517578,93.66999816894531,3172300
2025-01-15,95.12000274658203,95.61000061035156,94.52999877929688,95.37999725341797,3104700
2025-01-16,96.81999969482422,96.8499984741211,94.69999694824219,94.87999725341797,2456500
2025-01-17,97.25,97.9800033569336,96.80000305175781,97.63999938964844,2728500
2025-01-21,97.80999755859375,98.7300033569336,97.5999984741211,98.0,2439900
2025-01-22,97.48999786376953,98.12999725341797,96.8499984741211,97.58000183105469,3503900
2025-01-23,97.47000122070312,99.5,97.37999725341797,98.29000091552734,4427900
2025-01-24,98.18000030517578,98.5,97.05000305175781,97.08000183105469,2140300
2025-01-27,102.62999725341797,103.05000305175781,98.16000366210938,99.33999633789062,5428200
2025-01-28,100.0,102.47000122070312,99.75,102.47000122070312,3524300
2025-01-29,98.05000305175781,100.7300033569336,97.36000061035156,100.02999877929688,3345800
2025-01-30,98.02999877929688,99.1500015258789,97.55999755859375,98.55000305175781,3590700
2025-01-31,98.36000061035156,99.05000305175781,97.5199966430664,97.83999633789062,4912700
2025-02-03,99.36000061035156,99.69000244140625,97.31999969482422,98.36000061035156,2659300
2025-02-04,97.87999725341797,99.06999969482422,97.80000305175781,98.5199966430664,2126200
2025-02-05,99.38999938964844,99.88999938964844,98.4000015258789,98.66999816894531,2280400
