Price,Close,High,Low,Open,Volume
Ticker,ADBE,ADBE,ADBE,ADBE,ADBE
Date,,,,,
2025-01-02,441.0,450.1199951171875,440.55999755859375,447.760009765625,2504700
2025-01-03,430.57000732421875,433.29998779296875,425.32000732421875,429.45001220703125,5617000
2025-01-06,431.17999267578125,436.4100036621094,427.7900085449219,431.8800048828125,3994400
2025-01-07,422.6300048828125,435.17999267578125,420.510009765625,431.3699951171875,4181400
2025-01-08,419.5799865722656,422.6600036621094,415.510009765625,417.3399963378906,3508800
2025-01-10,405.9200134277344,413.1000061035156,405.32000732421875,410.0,5564300
2025-01-13,408.5,409.9599914550781,403.75,404.2699890136719,4558800
2025-01-14,412.7099914550781,412.75,405.07000732421875,407.25,3577100
2025-01-15,417.2799987792969,423.9700012207031,415.6600036621094,421.70001220703125,4345800
2025-01-16,426.92999267578125,428.8900146484375,418.0,418.2099914550781,4185600
2025-01-17,429.989990234375,435.989990234375,425.70001220703125,434.3500061035156,4012700
2025-01-21,436.3599853515625,439.9800109863281,431.5,433.260009765625,3833300
2025-01-22,437.32000732421875,439.7300109863281,433.42999267578125,438.0,3391600
2025-01-23,437.2799987792969,437.7300109863281,432.489990234375,435.8800048828125,2716700
2025-01-24,435.3800048828125,441.8800048828125,434.7300109863281,437.2799987792969,2631800
2025-01-27,438.6000061035156,445.45001220703125,430.1199951171875,430.2300109863281,5086300
2025-01-28,442.8399963378906,445.80999755859375,431.6400146484375,436.2699890136719,5376400
2025-01-29,441.67999267578125,444.3599853515625,438.8299865722656,439.9200134277344,2997600
2025-01-30,446.0,448.4200134277344,439.2300109863281,439.6700134277344,3290100
2025-01-31,437.45001220703125,447.010009765625,435.8299865722656,446.9800109863281,4689100
2025-02-03,438.6000061035156,442.739990234375,430.8800048828125,437.79998779296875,3348700
2025-02-04,440.2300109863281,443.5799865722656,434.260009765625,435.42999267578125,2647700
2025-02-05,437.6300048828125,444.95001220703125,436.2699890136719,440.75,2937800
