Price,Close,High,Low,Open,Volume
Ticker,ADP,ADP,ADP,ADP,ADP
Date,,,,,
2025-01-02,289.6499938964844,295.1499938964844,288.54998779296875,293.8299865722656,1025300
2025-01-03,291.69000244140625,292.54998779296875,289.7900085449219,290.7300109863281,1044200
2025-01-06,287.1300048828125,290.32000732421875,285.8599853515625,289.1499938964844,1529100
2025-01-07,288.3999938964844,290.0,287.25,287.25,1451800
2025-01-08,291.8900146484375,292.04998779296875,288.510009765625,288.510009765625,1513000
2025-01-10,286.8500061035156,292.8500061035156,286.70001220703125,290.19000244140625,2292500
2025-01-13,290.20001220703125,290.4800109863281,285.4800109863281,285.69000244140625,1809400
2025-01-14,291.69000244140625,291.8699951171875,287.4700012207031,290.29998779296875,2321600
2025-01-15,293.3699951171875,295.2099914550781,292.3599853515625,294.0199890136719,1764400
2025-01-16,296.2300109863281,297.6099853515625,291.80999755859375,291.8399963378906,1667500
2025-01-17,296.17999267578125,301.0899963378906,295.9599914550781,301.0899963378906,2408400
2025-01-21,298.1499938964844,299.1000061035156,296.44000244140625,296.44000244140625,1652300
2025-01-22,296.3599853515625,298.67999267578125,296.2200012207031,297.7300109863281,1627800
2025-01-23,295.79998779296875,297.17999267578125,293.67999267578125,296.239990234375,1102000
2025-01-24,297.1000061035156,298.29998779296875,293.239990234375,293.7200012207031,1206000
2025-01-27,300.1499938964844,301.0799865722656,294.70001220703125,294.70001220703125,1635900
2025-01-28,298.30999755859375,302.54998779296875,295.6700134277344,299.9599914550781,2469600
2025-01-29,300.57000732421875,311.6700134277344,300.4200134277344,304.1400146484375,2764100
2025-01-30,303.260009765625,307.8399963378906,301.0400085449219,303.5199890136719,1367100
2025-01-31,303.010009765625,305.1000061035156,301.17999267578125,301.7900085449219,2237700
2025-02-03,307.32000732421875,307.94000244140625,302.7099914550781,303.29998779296875,2169100
2025-02-04,304.6700134277344,305.6300048828125,303.0,304.1400146484375,1256700
2025-02-05,308.1499938964844,308.20001220703125,303.9200134277344,305.6300048828125,1633600
