Price,Close,High,Low,Open,Volume
Ticker,ANSS,ANSS,ANSS,ANSS,ANSS
Date,,,,,
2025-01-02,336.05999755859375,339.95001220703125,332.4200134277344,339.3699951171875,486500
2025-01-03,338.3800048828125,339.3900146484375,335.5199890136719,338.75,195900
2025-01-06,338.6499938964844,343.5299987792969,337.239990234375,339.0,537800
2025-01-07,335.8599853515625,339.70001220703125,334.8900146484375,338.5899963378906,434900
2025-01-08,343.4700012207031,343.79998779296875,336.010009765625,336.010009765625,967300
2025-01-10,337.80999755859375,342.1000061035156,336.2799987792969,340.0299987792969,472500
2025-01-13,337.19000244140625,338.0,335.0,336.6199951171875,548800
2025-01-14,339.5799865722656,340.05999755859375,336.1400146484375,338.989990234375,252100
2025-01-15,343.07000732421875,346.75,341.44000244140625,344.8599853515625,504300
2025-01-16,344.4200134277344,347.9700012207031,343.7699890136719,345.7300109863281,398700
2025-01-17,349.92999267578125,352.3500061035156,347.6700134277344,350.1099853515625,608400
2025-01-21,352.07000732421875,354.2200012207031,349.510009765625,350.6099853515625,459700
2025-01-22,356.6300048828125,357.1700134277344,352.6499938964844,352.6700134277344,377200
2025-01-23,360.3599853515625,360.6700134277344,354.04998779296875,354.67999267578125,530000
2025-01-24,357.3699951171875,360.07000732421875,355.6400146484375,359.57000732421875,371300
2025-01-27,344.8900146484375,352.6400146484375,343.6499938964844,349.1300048828125,664400
2025-01-28,350.2300109863281,351.32000732421875,343.44000244140625,344.5400085449219,418500
2025-01-29,346.2900085449219,350.67999267578125,345.9800109863281,350.2300109863281,244500
2025-01-30,351.57000732421875,352.07000732421875,346.92999267578125,348.0,368100
2025-01-31,350.5,355.2300109863281,350.0,351.6499938964844,383600
2025-02-03,346.7799987792969,350.489990234375,342.8399963378906,350.489990234375,479500
2025-02-04,346.9599914550781,347.8299865722656,344.3699951171875,344.3699951171875,566300
2025-02-05,347.010009765625,349.3599853515625,344.3500061035156,346.7200012207031,520300
