Price,Close,High,Low,Open,Volume
Ticker,AMGN,AMGN,AMGN,AMGN,AMGN
Date,,,,,
2025-01-02,259.2799987792969,263.5799865722656,258.30999755859375,262.17999267578125,2357400
2025-01-03,261.2200012207031,262.0799865722656,259.7900085449219,260.0,2979700
2025-01-06,258.5899963378906,261.19000244140625,257.04998779296875,259.04998779296875,4668200
2025-01-07,262.05999755859375,265.2099914550781,259.3500061035156,260.2200012207031,3173700
2025-01-08,264.2099914550781,264.25,259.82000732421875,261.9700012207031,2421500
2025-01-10,262.2300109863281,264.7900085449219,260.54998779296875,260.7900085449219,2721800
2025-01-13,270.19000244140625,270.489990234375,261.2799987792969,262.1099853515625,3365900
2025-01-14,267.1000061035156,271.6099853515625,264.9100036621094,271.6099853515625,2942300
2025-01-15,268.94000244140625,272.82000732421875,268.5799865722656,269.3299865722656,3737500
2025-01-16,269.42999267578125,270.30999755859375,267.1499938964844,268.9200134277344,2684500
2025-01-17,272.1099853515625,276.9700012207031,269.7799987792969,276.9700012207031,3244000
2025-01-21,274.80999755859375,276.5,270.2799987792969,272.1400146484375,3928500
2025-01-22,273.44000244140625,275.0199890136719,272.07000732421875,272.6600036621094,3518300
2025-01-23,277.8800048828125,278.0,272.32000732421875,273.44000244140625,2496000
2025-01-24,275.4200134277344,277.3599853515625,273.5,276.260009765625,2008600
2025-01-27,282.95001220703125,283.2300109863281,276.17999267578125,277.3699951171875,3493200
2025-01-28,280.29998779296875,283.5,279.9700012207031,280.1300048828125,2735500
2025-01-29,281.67999267578125,283.0400085449219,279.30999755859375,280.0299987792969,2454900
2025-01-30,284.0199890136719,285.69000244140625,281.6400146484375,285.0,2556100
2025-01-31,285.4200134277344,286.69000244140625,281.9800109863281,282.17999267578125,3800400
2025-02-03,288.8699951171875,289.5799865722656,283.3999938964844,286.9100036621094,4473500
2025-02-04,289.0199890136719,290.4800109863281,284.5199890136719,285.5799865722656,3262400
2025-02-05,307.80999755859375,308.2200012207031,289.5199890136719,290.69000244140625,5890600
