Price,Close,High,Low,Open,Volume
Ticker,APH,APH,APH,APH,APH
Date,,,,,
2025-01-02,69.01000213623047,70.44999694824219,68.68000030517578,70.1500015258789,4249200
2025-01-03,70.0999984741211,70.2699966430664,69.2300033569336,69.44999694824219,5048300
2025-01-06,71.12999725341797,72.30000305175781,71.02999877929688,71.12000274658203,4822800
2025-01-07,71.45999908447266,72.0,70.8499984741211,72.0,5338800
2025-01-08,71.83000183105469,72.38999938964844,70.63999938964844,70.77999877929688,7296500
2025-01-10,70.19999694824219,71.0,69.7699966430664,70.87000274658203,4530700
2025-01-13,68.33999633789062,68.69999694824219,67.38999938964844,68.69999694824219,6787200
2025-01-14,70.2699966430664,70.41999816894531,68.69000244140625,68.91999816894531,6159900
2025-01-15,70.94999694824219,72.3499984741211,70.77999877929688,71.86000061035156,6061100
2025-01-16,69.86000061035156,71.52999877929688,69.36000061035156,71.45999908447266,6867000
2025-01-17,69.41999816894531,69.9800033569336,68.4800033569336,69.3499984741211,9780900
2025-01-21,72.72000122070312,72.83000183105469,70.19999694824219,70.69999694824219,11398600
2025-01-22,77.83999633789062,78.25,73.22000122070312,75.6500015258789,14384500
2025-01-23,78.55000305175781,78.81999969482422,76.66000366210938,77.98999786376953,9307600
2025-01-24,77.19000244140625,79.38999938964844,76.91999816894531,79.0,6318800
2025-01-27,67.48999786376953,72.75,65.68000030517578,70.97000122070312,22509300
2025-01-28,68.58000183105469,68.93000030517578,66.37000274658203,68.87000274658203,10368800
2025-01-29,69.37999725341797,70.08999633789062,68.80000305175781,69.08999633789062,8943000
2025-01-30,71.66000366210938,72.0,70.30999755859375,71.6500015258789,7103200
2025-01-31,70.77999877929688,72.9800033569336,70.58000183105469,72.79000091552734,6270900
2025-02-03,70.12000274658203,70.66000366210938,68.54000091552734,69.02999877929688,7490900
2025-02-04,69.70999908447266,70.80999755859375,68.77999877929688,69.0,6244800
2025-02-05,69.5199966430664,70.3499984741211,69.0199966430664,70.20999908447266,7565800
