Price,Close,High,Low,Open,Volume
Ticker,BAC,BAC,BAC,BAC,BAC
Date,,,,,
2025-01-02,44.290000915527344,44.59000015258789,43.79999923706055,44.13999938964844,25610600
2025-01-03,44.810001373291016,44.849998474121094,44.150001525878906,44.75,23455700
2025-01-06,45.400001525878906,46.150001525878906,45.099998474121094,45.15999984741211,30518500
2025-01-07,46.08000183105469,46.650001525878906,45.650001525878906,46.279998779296875,41111200
2025-01-08,46.209999084472656,46.2599983215332,45.689998626708984,45.900001525878906,40246000
2025-01-10,45.11000061035156,46.04999923706055,44.7400016784668,46.0,40741300
2025-01-13,45.060001373291016,45.34000015258789,44.689998626708984,45.099998474121094,34353600
2025-01-14,45.779998779296875,45.91999816894531,45.22999954223633,45.599998474121094,36379000
2025-01-15,47.099998474121094,47.459999084472656,46.84000015258789,47.119998931884766,57154800
2025-01-16,46.63999938964844,47.5099983215332,45.81999969482422,47.0,56339300
2025-01-17,46.529998779296875,46.880001068115234,46.08000183105469,46.61000061035156,44486100
2025-01-21,46.65999984741211,47.150001525878906,46.540000915527344,46.619998931884766,52089100
2025-01-22,45.790000915527344,46.72999954223633,45.7599983215332,46.599998474121094,40296200
2025-01-23,46.38999938964844,46.88999938964844,46.04999923706055,46.04999923706055,35324100
2025-01-24,46.52000045776367,46.86000061035156,46.150001525878906,46.22999954223633,24655100
2025-01-27,47.09000015258789,47.13999938964844,46.380001068115234,46.54999923706055,44260000
2025-01-28,46.84000015258789,47.439998626708984,46.709999084472656,47.08000183105469,27156600
2025-01-29,46.75,47.38999938964844,46.63999938964844,46.75,23681500
2025-01-30,46.720001220703125,47.16999816894531,46.400001525878906,47.11000061035156,31199900
2025-01-31,46.29999923706055,46.83000183105469,46.15999984741211,46.70000076293945,30392900
2025-02-03,46.209999084472656,46.47999954223633,45.11000061035156,45.41999816894531,36497700
2025-02-04,46.709999084472656,47.130001068115234,46.27000045776367,46.349998474121094,32894000
2025-02-05,47.11000061035156,47.130001068115234,46.63999938964844,46.97999954223633,27696600
